nama,rating,tanggal,ulasan,nama_hotel,kota
Putu A. A. A.,5.8,16 Feb 2020,"I have a small note and an unpleasant experience staying overnight here. 1. From the beginning of the reservation I have experienced the problem of moving the room from the initial room that was previously booked. It would be nice if checked availability first. 2.Before the room is sold, it is better to check beforehand whether the room being sold is full, there is no trouble, perforated ceiling, or new door handles jams like photo d below 3. The hot water does not come out at all. 4. The staff there are friendly, which I have met some transfer staff there. 5.If traveling / romantic overnight d here needs to be considered. Thank you for the previous service. hopefully in the future it can always be better",abian harmony hotel,Bali
Dhani D.,10,11 Nov 2019,"This is my 2nd time staying here. from the initial check-in, we were served very well. The house keeping is also friendly and the work is very fast and clean. thank you abian harmoney. You are the good hotel. I am very comfortable in this hotel. Next time when I have a holiday or event. I will choose again.",abian harmony hotel,Bali
I Nyoman A. P.,8.5,29 Sep 2019,"The location is easy to find via google maps, a decent car park, assisted when parking, fast check-in, just can&#39;t get a welcome drink, can room 209 on the 2nd floor, there is an elevator, deluxe spacious rooms have balconies, clean rooms, clean rest rooms, cold AC , room telephone is dead, no hair dryer, there is a front room bell, clean corridors, a nice swimming pool, there is a pool bar, but the roof of the pool bar is dirty, a mini market is available near the hotel, walking distance, not all staff want to greet guests, who help friendly car park, close to the beach, 10 minutes walk, nice breakfast, but if you can buffet more steady, no one greets you at breakfast, pool towel ask at the reception, there should be a pool towel counter, the floor in the reception area is quickly dirty, there is a children&#39;s play area.",abian harmony hotel,Bali
Dhani D.,9.1,10 Sep 2019,Can be spacious rooms also have a DVD player as entertainment. The service is good also the staff are full of friendly smiles.,abian harmony hotel,Bali
Sandy M.,6,24 Aug 2019,I ordered a deluxe room instead I got a family room.,abian harmony hotel,Bali
Zaenuri,9.7,Profil ini privat.,"Fast, friendly, fun, recommended.",abian harmony hotel,Bali
Hidayat M.,5.2,03 Jan 2022,"There is no bed cover, no toiletries, not friendly, the air conditioner is not cold, the room smells",abian harmony hotel,Bali
I Made E. S.,9.4,02 Jan 2022,"I stayed on New Year's Eve. Friendly frontline, clean rooms, but maybe aromatherapy can be added. Access to the beach is very close from the hotel.",abian harmony hotel,Bali
Elisa K.,9.4,24 Dec 2021,Super friendly service. Unfortunately no blanket. And the staff is still lacking if we need something we have to find where the staff is but so far the service is very good.,abian harmony hotel,Bali
Rina A. D.,8.5,19 Mar 2020,"Our room was upgraded, spacious room, good service, clean bathroom, use a removable shower.",abian harmony hotel,Bali
Putu A. A. A.,5.8,16 Feb 2020,"I have a small note and an unpleasant experience staying overnight here. 1. From the beginning of the reservation I have experienced the problem of moving the room from the initial room that was previously booked. It would be nice if checked availability first. 2.Before the room is sold, it is better to check beforehand whether the room being sold is full, there is no trouble, perforated ceiling, or new door handles jams like photo d below 3. The hot water does not come out at all. 4. The staff there are friendly, which I have met some transfer staff there. 5.If traveling / romantic overnight d here needs to be considered. Thank you for the previous service. hopefully in the future it can always be better",abian harmony hotel,Bali
Dhani D.,10,11 Nov 2019,"This is my 2nd time staying here. from the initial check-in, we were served very well. The house keeping is also friendly and the work is very fast and clean. thank you abian harmoney. You are the good hotel. I am very comfortable in this hotel. Next time when I have a holiday or event. I will choose again.",abian harmony hotel,Bali
I Nyoman A. P.,8.5,29 Sep 2019,"The location is easy to find via google maps, a decent car park, assisted when parking, fast check-in, just can&#39;t get a welcome drink, can room 209 on the 2nd floor, there is an elevator, deluxe spacious rooms have balconies, clean rooms, clean rest rooms, cold AC , room telephone is dead, no hair dryer, there is a front room bell, clean corridors, a nice swimming pool, there is a pool bar, but the roof of the pool bar is dirty, a mini market is available near the hotel, walking distance, not all staff want to greet guests, who help friendly car park, close to the beach, 10 minutes walk, nice breakfast, but if you can buffet more steady, no one greets you at breakfast, pool towel ask at the reception, there should be a pool towel counter, the floor in the reception area is quickly dirty, there is a children&#39;s play area.",abian harmony hotel,Bali
Dhani D.,9.1,10 Sep 2019,Can be spacious rooms also have a DVD player as entertainment. The service is good also the staff are full of friendly smiles.,abian harmony hotel,Bali
Sandy M.,6,24 Aug 2019,I ordered a deluxe room instead I got a family room.,abian harmony hotel,Bali
Zaenuri,9.7,Profil ini privat.,"Fast, friendly, fun, recommended.",abian harmony hotel,Bali
Herry S.,6.6,10 Jun 2019,"Break menu, not buffet, only buffet type of bread and coffee.",abian harmony hotel,Bali
Made P. S.,5.4,02 May 2019,"The rooms that were obtained were not really side pools despite the side pool messages, dull white towels gave the impression of being dirty, hotel clerks were &quot;only friendly&quot; to foreign tourists. The plus value is a bath tub. Suksme",abian harmony hotel,Bali
Afifaturrosidah,9.1,10 Feb 2019,"The rooms are clean, according to the photos, the service is satisfactory, the breakfast choices are not much. The pool is nice. The location is still walking distance to the beach, many choices of cafes around it.",abian harmony hotel,Bali
Surjati R.,6.3,26 Jan 2019,"I stayed on the 3rd floor, at 8am it was noisy renovations. Very annoying.",abian harmony hotel,Bali
Ni Luh P. S. Y.,9.7,20 Jan 2019,"The hotel is nice and super comfortable, super recommended.",abian harmony hotel,Bali
Qissera E. T.,8.8,12 Nov 2018,"This is my second time staying at this hotel. Its strategic location and cleanliness make me return. Criticism: the bathroom is damp and the water doesn&#39;t come out smoothly. The drainage under the shower does not function properly, so every time there is a pool of water. Hopefully in the future care of the bathroom can be considered.",abian harmony hotel,Bali
Mira A. S.,9.4,23 Oct 2018,"My vacation was quite short for two days because the program was so crowded, I didn&#39;t even have time to have breakfast at the hotel. The hotel is comfortable, bedrooms and bathrooms are spacious. It&#39;s just that the bathroom is not cleaned to its full potential, so it&#39;s a bit dusty when we enter. fast and friendly service, very strategic location in the area of Sanur where the surrounding area has many trendy restaurants / cafes and souvenir shops.",abian harmony hotel,Bali
Tjok G. N.,6,23 Sep 2018,"The air conditioner is not cold, the mattress and pillows are not soft, the tap water smells.",abian harmony hotel,Bali
Doddy F. A.,10,18 Sep 2018,"Great, can rest in peace without the slightest noise.",abian harmony hotel,Bali
Amie L.,6.1,16 Jul 2018,"The bed linen and blanket didn&#39;t match the expectations and the water tap was broken, and a little noisy.",abian harmony hotel,Bali
Herry S.,6.6,10 Jun 2019,"Break menu, not buffet, only buffet type of bread and coffee.",abian harmony hotel,Bali
Made P. S.,5.4,02 May 2019,"The rooms that were obtained were not really side pools despite the side pool messages, dull white towels gave the impression of being dirty, hotel clerks were &quot;only friendly&quot; to foreign tourists. The plus value is a bath tub. Suksme",abian harmony hotel,Bali
Afifaturrosidah,9.1,10 Feb 2019,"The rooms are clean, according to the photos, the service is satisfactory, the breakfast choices are not much. The pool is nice. The location is still walking distance to the beach, many choices of cafes around it.",abian harmony hotel,Bali
Surjati R.,6.3,26 Jan 2019,"I stayed on the 3rd floor, at 8am it was noisy renovations. Very annoying.",abian harmony hotel,Bali
Ni Luh P. S. Y.,9.7,20 Jan 2019,"The hotel is nice and super comfortable, super recommended.",abian harmony hotel,Bali
Qissera E. T.,8.8,12 Nov 2018,"This is my second time staying at this hotel. Its strategic location and cleanliness make me return. Criticism: the bathroom is damp and the water doesn&#39;t come out smoothly. The drainage under the shower does not function properly, so every time there is a pool of water. Hopefully in the future care of the bathroom can be considered.",abian harmony hotel,Bali
Mira A. S.,9.4,23 Oct 2018,"My vacation was quite short for two days because the program was so crowded, I didn&#39;t even have time to have breakfast at the hotel. The hotel is comfortable, bedrooms and bathrooms are spacious. It&#39;s just that the bathroom is not cleaned to its full potential, so it&#39;s a bit dusty when we enter. fast and friendly service, very strategic location in the area of Sanur where the surrounding area has many trendy restaurants / cafes and souvenir shops.",abian harmony hotel,Bali
Tjok G. N.,6,23 Sep 2018,"The air conditioner is not cold, the mattress and pillows are not soft, the tap water smells.",abian harmony hotel,Bali
Doddy F. A.,10,18 Sep 2018,"Great, can rest in peace without the slightest noise.",abian harmony hotel,Bali
Amie L.,6.1,16 Jul 2018,"The bed linen and blanket didn&#39;t match the expectations and the water tap was broken, and a little noisy.",abian harmony hotel,Bali
Lia A. S.,9.4,14 Jul 2018,"The hotel and facilities are okay, it&#39;s just that the breakfast box doesn&#39;t match the breakfast menu at the place where it should be equated.",abian harmony hotel,Bali
ni wayan a.,8.4,08 Jul 2018,"Good for budget rooms, but unfortunately the towel is not suitable to use. Need to be replaced.",abian harmony hotel,Bali
Anasthasya S.,9.7,24 Jun 2018,"Rooms are spacious and clean. Delicious food, friendly staff. Location near the beach, many cafes around the hotel. Near the port to go to Nusa Penida.",abian harmony hotel,Bali
Danny W.,9.1,24 Jun 2018,"Strategic, comfortable and friendly. I like it very much.",abian harmony hotel,Bali
Albranata L.,6,21 Jun 2018,Rooms are spacious but bathrooms are smelly.,abian harmony hotel,Bali
KETUT P. C.,8.5,20 Jun 2018,"Okay and comfortable, the room is quite spacious.",abian harmony hotel,Bali
eddy,9.3,19 Jun 2018,"The employees are very friendly, the place is comfortable, only the breakfast is less varied, only the food menu needs to be added. The taste of the food is really good.",abian harmony hotel,Bali
aster s.,8.5,15 Jun 2018,"Very strategic location, close to the beach and cafes, friendly employees, the rooms are also clean, next time to Bali, definitely stay at Abian again. Anyway, recommended.",abian harmony hotel,Bali
Tulus Y.,9.1,10 Jun 2018,The room is comfortable and the menu is good.,abian harmony hotel,Bali
Aswin R. H.,8.5,02 Jun 2018,"Good and clean service, good location",abian harmony hotel,Bali
Lia A. S.,9.4,14 Jul 2018,"The hotel and facilities are okay, it&#39;s just that the breakfast box doesn&#39;t match the breakfast menu at the place where it should be equated.",abian harmony hotel,Bali
ni wayan a.,8.4,08 Jul 2018,"Good for budget rooms, but unfortunately the towel is not suitable to use. Need to be replaced.",abian harmony hotel,Bali
